NO,Customer_ID,Response,Sex,Age,Card_type,Shopping,Cashing,ETC,Card_contraction,Card_grade,Job,On_the_job,marriage,questionnaire1,questionnaire2,questionnaire3,questionnaire4,questionnaire5,expiration_date,onlineservice_avg_mon,cashing_avg_mon,food_avg_mon,speciality_avg_mon,general_avg_mon,network_avg_mon,onlineshopping_avg_mon,beauty_avg_mon,amusement_avg_mon,travel_avg_mon,onlineservice_avg_lmon,cashing_avg_lmon,food_avg_lmon,speciality_avg_lmon,general_avg_lmon,network_avg_lmon,onlineshopping_avg_lmon,beauty_avg_lmon,amusement_avg_lmon,travel_avg_lmon,shopping_avg,cashing_avg,ETC_avg,shopping_rec,cashing_rec,ETC_rec,No_records,max_used_date,min_used_date,No_function,No_member_store_use,No_category_use,max_charge,min_charge,avg_charge,charge_avg_per_mon,charge_lmon,charge_Monday,charge_Tuesday,charge_Wednesday,charge_Friday,charge_Thursday,charge_Saturday,charge_Sunday,generation,contraction_year,contraction_mon,contraction_day,contraction_day_JP
276,80030187,no reply,M,38,affiliated card B,0,0,0,2003/04/03,gold card,general payer1,working,unmarried,0,0,0,0,0,2019/04/16,,47070,,32160,,,,,,,,20610,,32160,,,,,,,32160,47070,,32160,20610,,3,2012/05/01,2011/01/01,2,2,2,73530,20610,42100,42100,20610,,94140,,,,32160,,30s,2003,4,5,Thursday
277,80030251,no reply,F,40,original,1,0,0,2003/02/03,gold card,,not working,married,0,0,0,0,0,2019/02/16,,11100,,12600,11486,,,14035,,,,11100,,16010,11150,,,16490,,,14621.7,11100,,11150,11100,,8,2012/11/01,2010/07/01,2,7,4,16490,7840,12353,14118,11150,11580,16010,,,35480,11100,24660,40s,2003,2,2,Monday
278,80030328,no reply,M,27,affiliated card A,0,1,0,2003/03/03,silver card,general payer1,working,unmarried,0,0,0,0,0,2019/03/16,33520,28992,61110,21826,9770,,,,,41030,33520,21070,61110,22910,9770,,,,,41030,28313.3,28992.5,41030,22910,21070,41030,11,2012/11/01,2010/03/01,3,8,6,61110,7010,29716,29716,21070,29920,61110,70230,19130,56630,,89860,20s,2003,3,2,Monday
279,80030471,no reply,M,25,original,1,1,0,2003/01/13,gold card(superior),general payer1,working,married,0,0,0,0,0,2019/01/16,21360,21700,,41030,,31850,,,,70174,21360,59580,,41030,,31850,,,,28300,54125,21700,76203.3,21360,59580,28300,13,2012/07/01,2010/02/01,3,6,5,136100,2560,40916,48355,28300,296070,63690,,3750,105240,13500,49660,20s,2003,1,2,Monday
280,80030548,no reply,M,29,affiliated card A,1,1,0,2003/01/26,gold card(superior),part time job,working,married,0,0,0,0,0,2019/01/16,,11910,8310,15715,,,,,,,,5700,8310,5170,,,,,,,13246.7,11910,,5170,5700,,5,2012/10/01,2010/04/01,2,4,3,26260,5170,12712,12712,5700,5700,26260,,,23290,8310,,20s,2003,1,1,Sunday
281,80030597,no reply,F,21,affiliated card B,1,1,1,2003/01/24,gold card(superior),student,not working,unmarried,0,0,0,0,0,2019/01/16,,6190,,,2310,,,,,5750,,6190,,,2310,,,,,5750,2310,6190,5750,2310,6190,5750,3,2010/10/01,2010/02/01,3,3,3,6190,2310,4750,4750,6190,5750,,2310,6190,,,,20s,2003,1,6,Friday
282,80030655,no reply,F,30,affiliated card A,1,1,1,2003/03/24,silver card,general payer1,working,married,0,0,0,0,0,2019/03/16,51460,43555,,11580,,14550,,40080,,14225,51460,57320,,11580,,14550,,40080,,9120,29417.5,43555,14225,40080,57320,9120,13,2012/10/01,2010/04/01,3,6,6,83380,4260,26830,29065,9120,29670,35500,11580,40080,205130,,26830,30s,2003,3,2,Monday
283,80030924,no reply,F,19,affiliated card B,1,1,0,2003/01/19,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,3150,2230,,,,,,,,,3150,2230,,,,,,,,,3150,2230,,3150,2230,,2,2011/04/01,2010/07/01,2,2,2,3150,2230,2690,2690,3150,,,,3150,2230,,,10s,2003,1,1,Sunday
284,80030981,reply,F,25,original,1,1,0,2003/01/16,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,11930,,16170,,,,,,13140,,16490,,16470,,,,,,11390,14576.7,11930,14890,11390,16490,14890,6,2012/09/01,2010/02/01,3,5,3,16490,7370,13746,13746,11390,7370,15870,,16470,31380,11390,,20s,2003,1,5,Thursday
285,80031075,no reply,M,32,affiliated card A,1,1,0,2003/02/05,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,,23460,,31880,15260,,,,,80800,,12040,,31880,15260,,,,,80800,23570,23460,80800,15260,12040,80800,5,2012/09/01,2010/05/01,3,4,4,80800,12040,34972,34972,12040,,15260,,,80800,46920,31880,30s,2003,2,4,Wednesday
286,80031098,no reply,M,20,original,0,0,0,2003/01/01,silver card (classic),general payer1,working,married,0,0,0,0,0,2019/12/15,,23140,70870,6390,,,,,,,,15470,133840,6390,,,,,,,49376.7,23140,,6390,15470,,5,2012/07/01,2010/03/01,2,3,3,133840,6390,38882,38882,6390,7900,133840,,,15470,,37200,20s,2003,1,4,Wednesday
287,80031301,no reply,F,38,affiliated card A,1,0,1,2003/02/01,silver card,part time job,working,unmarried,0,0,0,0,0,2019/01/16,,16010,,3420,,,,,,,,16010,,3420,,,,,,,3420,16010,,3420,16010,,2,2011/03/01,2010/07/01,2,2,2,16010,3420,9715,9715,16010,,16010,,,3420,,,30s,2003,2,7,Saturday
288,80031429,no reply,F,44,affiliated card B,1,1,1,2003/02/03,silver card,part time job,working,married,0,0,0,0,0,2019/02/16,,9270,,8300,24770,,,,8870,,,16290,,5590,24770,,,,8870,,12560,9270,,5590,16290,,8,2012/07/01,2010/09/01,2,5,4,24770,4930,10915,10915,5590,4930,,11010,9530,25160,24770,11920,40s,2003,2,2,Monday
289,80031711,no reply,F,40,affiliated card A,1,0,1,2003/02/28,gold card,general payer1,working,married,0,0,0,0,0,2019/02/16,55820,22266,10070,54156,37940,29460,,5740,,,55820,12140,10070,6270,37940,29460,,5740,,,37687.5,22266.7,,6270,12140,,11,2012/10/01,2010/03/01,2,9,7,147900,5740,33481,33481,12140,43730,156200,95230,,43680,,29460,40s,2003,2,6,Friday
290,80031745,no reply,M,18,original,1,0,0,2003/02/13,silver card,student,not working,unmarried,0,0,0,0,0,2019/02/16,,10890,4980,,,,,,,,,10890,4980,,,,,,,,4980,10890,,4980,10890,,2,2012/10/01,2011/07/01,2,2,2,10890,4980,7935,7935,4980,4980,,,10890,,,,10s,2003,2,5,Thursday
291,80031799,no reply,F,19,affiliated card A,1,0,0,2003/03/18,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,,2530,6270,2960,,,,,,,,2530,8140,2960,,,,,,4507.5,,,2530,,,4,2012/07/01,2010/07/01,1,4,3,8140,2530,4507,4507,2530,4400,,,,2960,,10670,10s,2003,3,3,Tuesday
292,80031850,no reply,F,21,original,1,1,0,2003/01/25,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,4410,8230,2350,5240,,,,6560,,3740,4440,8230,2350,5240,,,,6560,,3740,5742.5,8230,3740,8910,8230,3740,7,2012/07/01,2010/11/01,3,7,6,8230,2350,4991,5823,8910,3740,12610,,4440,5240,,8910,20s,2003,1,7,Saturday
293,80031895,no reply,F,28,affiliated card C,1,1,0,2003/02/14,gold card,,not working,married,0,0,0,0,0,2019/02/16,42660,9095,12930,8440,,,,9550,,,42660,3420,12930,8440,,,,9550,,,18395,9095,,9550,3420,,6,2012/09/01,2010/07/01,2,5,5,42660,3420,15295,15295,9550,,,14770,55590,8440,9550,3420,20s,2003,2,6,Friday
294,80031990,reply,F,33,affiliated card A,1,1,0,2003/02/12,silver card,,not working,married,0,0,0,0,0,2019/02/16,,30990,,8560,,,11450,,,,,64030,,8560,,,11450,,,,10005,30990,,8560,64030,,6,2012/08/01,2010/04/01,2,3,3,64030,6070,23995,28794,64030,,38430,75480,,30060,,,30s,2003,2,4,Wednesday
295,80032024,no reply,F,32,affiliated card A,0,0,0,2003/03/28,gold card,part time job,working,married,0,0,0,0,0,2019/03/16,,5520,9640,6970,,,,,16240,,,2170,9640,6970,,,,,16240,,10950,5520,,6970,2170,,5,2012/09/01,2010/12/01,2,4,4,16240,2170,8778,8778,6970,,,9640,,,18010,16240,30s,2003,3,6,Friday
296,80032139,no reply,M,37,affiliated card C,0,1,0,2003/04/06,silver card,part time job,working,unmarried,0,0,0,0,0,2019/04/16,,8050,,,,,,,,9100,,8050,,,,,,,,9100,,8050,9100,,8050,9100,2,2011/01/01,2010/05/01,2,2,2,9100,8050,8575,8575,9100,,,,,,17150,,30s,2003,4,1,Sunday
297,80032369,no reply,F,36,affiliated card B,1,1,0,2003/03/01,platinum loyal card,,not working,married,0,0,0,0,0,2019/02/16,30110,49715,4720,6320,2930,5820,37650,,,,30110,30280,4720,6320,2930,5820,37650,,,,14591.7,49715,,4720,30280,,8,2012/08/01,2010/05/01,2,7,7,69150,2930,23372,23372,4720,2930,69150,4720,6320,,30110,73750,30s,2003,3,7,Saturday
298,80032496,no reply,M,36,affiliated card C,1,0,0,2003/01/20,gold card(superior),general payer2,working,unmarried,0,0,0,0,0,2019/01/16,,2980,5750,44183,33400,,,,,23030,,2980,5750,74160,33400,,,,,23030,34340,2980,23030,74160,2980,23030,7,2012/09/01,2010/07/01,3,7,5,74160,2980,28244,28244,74160,,,56430,42670,24450,74160,,30s,2003,1,2,Monday
299,80032546,no reply,M,21,affiliated card B,0,1,0,2003/04/09,platinum card,student,not working,unmarried,0,0,0,0,0,2019/04/16,2490,5720,,,3250,,,,,,2490,8380,,,3250,,,,,,2870,5720,,3250,8380,,4,2012/08/01,2010/11/01,2,3,3,8380,2490,4295,4295,3250,11440,2490,3250,,,,,20s,2003,4,4,Wednesday
300,80032570,reply,F,25,original,1,0,0,2003/02/10,loyal card,,not working,married,5,5,1,1,5,2019/02/16,28810,20396,,7120,,,,4990,,13225,28810,13430,,7120,,,,4990,,6370,11822.5,20396.7,20080,4990,13430,20080,8,2012/09/01,2010/03/01,3,6,5,28810,4990,16070,16070,13430,30520,20080,40170,,,37790,,20s,2003,2,2,Monday
301,80032639,no reply,F,34,affiliated card C,1,1,0,2003/01/29,silver card (classic),general payer2,working,married,0,0,0,0,0,2019/01/16,10650,52402,,42610,31220,62990,,,,,10650,54990,,36140,31220,62990,,,,,63360,52402.5,,36140,54990,,9,2012/09/01,2010/09/01,2,6,5,75810,10650,44410,57098,54990,49120,75810,183630,,,54990,36140,30s,2003,1,4,Wednesday
302,80032689,reply,F,26,affiliated card B,1,1,0,2003/03/10,silver card,,not working,married,0,0,0,0,0,2019/03/16,,10052,,,7900,4040,,,,7450,,5320,,,6950,4040,,,,7450,6613.33,10052.5,7450,6950,5320,7450,8,2012/10/01,2010/04/01,3,5,4,15980,4040,8437,9642,5320,18070,,,6160,28870,,14400,20s,2003,3,2,Monday
303,80032749,reply,F,31,original,0,1,0,2003/03/14,silver card,,not working,married,0,0,0,0,0,2019/03/16,,15452,,17210,16390,15660,,,16460,,,4090,,17210,16390,15660,,,16460,,16430,15452,,16390,4090,,15,2012/11/01,2010/04/01,2,5,5,55450,4090,14682,16941,4090,30750,55080,,16390,21280,8370,88370,30s,2003,3,6,Friday
304,80032794,no reply,F,30,affiliated card A,1,1,0,2003/01/26,silver card (classic),general payer2,working,unmarried,0,0,0,0,0,2019/01/16,,56905,,5720,,,,,,,,27700,,5720,,,,,,,5720,56905,,5720,27700,,5,2012/10/01,2010/06/01,2,2,2,92820,5720,46668,46668,27700,27700,92820,23030,,84070,,5720,30s,2003,1,1,Sunday
305,80032872,no reply,F,23,original,1,0,0,2003/01/11,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,11195,,,,2200,18740,,,4300,,4680,,,,2200,18740,,,4300,10470,11195,4300,18740,4680,4300,5,2012/08/01,2010/09/01,3,4,4,18740,2200,9526,9526,4680,18740,,26690,2200,,,,20s,2003,1,7,Saturday
306,80033058,no reply,F,41,original,1,0,0,2003/03/14,silver card,general payer2,working,unmarried,0,0,0,0,0,2019/03/16,,20393,33520,23820,,,,,,3087,,27160,33520,23820,,,,,,4390,28670,20393.3,3087.5,23820,27160,4390,9,2012/08/01,2010/04/01,3,4,4,33520,2250,14541,14541,4390,,2250,28210,,16130,33520,50760,40s,2003,3,6,Friday
307,80033169,reply,M,45,original,1,1,1,2003/01/18,loyal(platinum)card,lawyer,working,unmarried,2,4,5,2,1,2019/01/16,,,,49020,,,,,,19140,,,,67860,,,,,,19140,49020,,19140,67860,,19140,3,2012/04/01,2012/01/01,2,3,2,67860,19140,39060,58590,67860,,,,,,,117180,40s,2003,1,7,Saturday
308,80033289,no reply,F,51,affiliated card C,1,0,0,2003/04/08,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/04/16,,67507,42610,57295,17620,,,,58920,135405,,35480,42610,22550,17620,,,,58920,154450,77638,67507.5,116360,177000,35480,116360,12,2012/10/01,2010/07/01,3,8,6,154450,15990,64548,86064,177000,308020,58920,33610,130150,92040,151840,,50s,2003,4,3,Tuesday
309,80033342,no reply,F,44,affiliated card A,1,0,0,2003/02/16,loyal card,general payer2,working,married,0,0,0,0,0,2019/02/16,,25358,8880,20375,,,,,,,,92580,8880,2650,,,,,,,18076,25358,,8880,92580,,11,2012/10/01,2010/07/01,2,6,3,92580,2650,19742,21717,8880,8880,55340,114210,,14830,2650,21260,40s,2003,2,1,Sunday
310,80033629,no reply,M,68,affiliated card A,0,1,0,2003/01/17,silver card (classic),doctor,working,unmarried,0,0,0,0,0,2019/01/16,,45565,,78570,,,,,,,,47300,,78570,,,,,,,78570,45565,,78570,47300,,3,2012/11/01,2010/08/01,2,2,2,78570,43830,56566,56566,78570,,,,,78570,47300,43830,60s,2003,1,6,Friday
311,80033644,no reply,F,22,affiliated card A,1,0,1,2003/03/27,silver card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,,11435,,,,3280,,,,20220,,17880,,,,3280,,,,20220,3280,11435,20220,3280,17880,20220,5,2012/08/01,2010/04/01,3,3,3,17880,3160,9274,11592,17880,,3280,17880,,4990,,20220,20s,2003,3,5,Thursday
312,80033788,no reply,F,38,original,1,0,0,2003/03/19,gold card,,not working,married,0,0,0,0,0,2019/03/16,27225,17826,41120,2650,,,,52560,,16485,26280,2280,41120,2650,,,,52560,,24890,26250,17826.7,,26280,2280,,10,2012/11/01,2010/07/01,2,7,6,52560,2280,23723,23723,26280,24890,92960,18880,,72330,,28170,30s,2003,3,4,Wednesday
313,80033895,no reply,F,38,original,0,0,0,2003/01/03,loyal(platinum)card,general payer2,working,married,0,0,0,0,0,2019/01/16,25220,37126,,,,,40920,,,29555,25220,34110,,,,,40920,,,45390,31312.5,37126.7,,25220,34110,,7,2012/10/01,2010/09/01,2,4,4,56530,13720,33804,33804,25220,25220,34110,70250,,86310,,20740,30s,2003,1,6,Friday
314,80034015,no reply,F,43,affiliated card B,1,1,0,2003/03/25,silver card,,not working,married,0,0,0,0,0,2019/03/16,9440,20830,,,14125,,,,,,9440,38010,,,25910,,,,,,12563.3,20830,,25910,38010,,5,2012/08/01,2011/08/01,2,4,3,38010,2340,15870,15870,25910,2340,9440,25910,,,,41660,40s,2003,3,3,Tuesday
315,80034475,no reply,M,36,original,1,0,0,2003/02/11,gold card,part time job,working,married,0,0,0,0,0,2019/02/16,,,,7400,,,,,27380,,,,,2490,,,,,27380,,12395,,,2490,,,4,2012/08/01,2010/07/01,1,4,2,27380,2490,12395,12395,2490,,19710,2490,,27380,,,30s,2003,2,3,Tuesday
316,80034638,reply,F,29,original,1,0,0,2003/01/05,loyal(platinum)card,,not working,married,3,3,4,4,5,2019/01/16,68120,16100,25435,25430,,,,,,23020,68120,29660,34960,46130,,,,,,23020,33970,16100,23020,46130,29660,23020,8,2012/07/01,2010/02/01,3,7,5,68120,2540,28133,28133,29660,20640,,,48670,91140,,64620,20s,2003,1,1,Sunday
317,80034696,no reply,M,23,original,1,1,0,2003/03/08,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,4620,,4240,6840,,,,,,,4620,,4240,6840,,,,,,5540,4620,,6840,4620,,3,2011/12/01,2010/06/01,2,3,3,6840,4240,5233,5233,6840,,4620,,4240,6840,,,20s,2003,3,7,Saturday
318,80035022,no reply,M,20,affiliated card C,0,1,0,2003/03/23,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,8593,,4645,,,,,,5300,,5750,,3190,,,,,,5300,4645,8593.33,5300,3190,5750,5300,7,2012/09/01,2010/04/01,3,4,3,14660,2170,5767,6728,3190,5750,14660,,,10670,3190,6100,20s,2003,3,1,Sunday
319,80035211,no reply,M,47,original,1,0,0,2003/03/02,gold card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/03/16,,73643,,59502,,,,,,46470,,49190,,3990,,,,,,46470,59502,73643.3,46470,3990,49190,46470,9,2012/04/01,2010/05/01,3,7,3,197620,3790,62767,70613,3990,46470,83910,78550,,105180,197620,53180,40s,2003,3,1,Sunday
320,80035259,no reply,M,16,affiliated card B,1,1,1,2003/03/12,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,,,5430,,,,,,7303,,,,2670,,,,,,16750,5430,,7303.33,2670,,16750,5,2012/05/01,2010/11/01,2,3,2,16750,2320,6554,8192,16750,2840,24940,,,,,4990,10s,2003,3,4,Wednesday
321,80035301,no reply,M,30,affiliated card A,0,1,1,2003/01/15,loyal(platinum)card,general payer2,working,married,0,0,0,0,0,2019/01/16,,17095,,,,,,,,2940,,5420,,,,,,,,2940,,17095,2940,,5420,2940,3,2012/10/01,2011/12/01,2,2,2,28770,2940,12376,12376,5420,5420,,2940,,28770,,,30s,2003,1,4,Wednesday
322,80035550,no reply,F,36,affiliated card A,0,0,0,2003/01/31,gold card(superior),general payer2,working,unmarried,0,0,0,0,0,2019/01/16,,21590,,51860,25950,,,,,21615,,27650,,51860,36720,,,,,23530,29398,21590,,36720,27650,,7,2012/01/01,2010/07/01,2,6,4,51860,15180,27167,38034,36720,,23530,19700,79510,30710,,36720,30s,2003,1,6,Friday
323,80035588,reply,F,46,original,1,1,0,2003/01/26,loyal(platinum)card,part time job,working,married,2,5,2,2,3,2019/01/16,,6545,3770,,15600,,,,,,,4840,3770,,15600,,,,,,9685,6545,,15600,4840,,4,2012/07/01,2011/01/01,2,3,3,15600,3770,8115,8115,4840,,,,,15600,8250,8610,40s,2003,1,1,Sunday
324,80035752,no reply,M,34,affiliated card A,0,1,1,2003/02/06,gold card,part time job,working,unmarried,0,0,0,0,0,2019/02/16,,14770,,8540,,2700,,,,,,16860,,8540,,2700,,,,,5620,14770,,8540,16860,,4,2012/02/01,2010/05/01,2,3,3,16860,2700,10195,10195,8540,16860,12680,8540,,,2700,,30s,2003,2,5,Thursday
325,80036216,no reply,F,35,affiliated card A,1,0,0,2003/01/02,gold card(superior),general payer2,working,unmarried,0,0,0,0,0,2019/01/16,,55320,10460,42253,20780,18910,,6940,45160,12975,,55320,10460,61150,20780,18910,,6940,45160,13950,28626.3,55320,12975,61150,55320,13950,11,2012/06/01,2010/06/01,3,10,8,61150,5420,28207,31028,61150,62260,22460,60190,146000,13950,,5420,30s,2003,1,5,Thursday
326,80036248,reply,F,31,affiliated card C,1,0,0,2003/02/04,silver card,,not working,married,0,0,0,0,0,2019/02/16,,13105,,9515,,,,,,4850,,5660,,7610,,,,,,4850,9515,13105,4850,7610,5660,4850,5,2012/08/01,2010/10/01,3,4,3,20550,4850,10018,10018,4850,,,10510,20550,,11420,7610,30s,2003,2,3,Tuesday
327,80036326,no reply,M,31,original,1,1,1,2003/04/05,gold card,part time job,working,unmarried,0,0,0,0,0,2019/04/16,,,,5470,,,,,,,,,,5470,,,,,,,5470,,,5470,,,1,2010/04/01,2010/04/01,1,1,1,5470,5470,5470,5470,5470,,,,,5470,,,30s,2003,4,7,Saturday
328,80036481,no reply,M,24,affiliated card C,1,0,0,2003/03/22,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,,,,,,,,,13235,,,,,,,,,,7580,,,13235,,,7580,2,2012/08/01,2012/06/01,1,1,1,18890,7580,13235,13235,7580,,,7580,18890,,,,20s,2003,3,7,Saturday
329,80036555,no reply,M,34,affiliated card B,0,0,0,2003/01/26,silver card (classic),general payer2,working,married,0,0,0,0,0,2019/01/16,,20070,,21560,,,,,,90180,,8060,,36970,,,,,,90180,21560,20070,90180,36970,8060,90180,5,2011/04/01,2010/09/01,3,4,3,90180,6150,34688,43360,8060,,32080,6150,8060,,127150,,30s,2003,1,1,Sunday
330,80036570,no reply,F,35,original,0,0,0,2003/03/31,silver card,general payer2,working,unmarried,0,0,0,0,0,2019/03/16,,,,34200,,,,,,,,,,34200,,,,,,,34200,,,34200,,,1,2011/11/01,2011/11/01,1,1,1,34200,34200,34200,34200,34200,,34200,,,,,,30s,2003,3,2,Monday
331,80036662,no reply,M,49,original,1,1,0,2003/01/30,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,49380,18080,24700,35896,,70410,,,49257,,15070,18080,6230,11620,,70410,,,6670,38264.4,49380,49257.5,6230,15070,6670,18,2012/11/01,2010/05/01,3,12,6,135350,6230,38308,57462,6230,29290,,97400,33360,121430,44640,363430,40s,2003,1,5,Thursday
332,80036872,no reply,F,15,affiliated card B,1,1,0,2003/04/10,silver card,student,not working,unmarried,0,0,0,0,0,2019/04/16,,2215,,2730,,,,,,,,2110,,2730,,,,,,,2730,2215,,2730,2110,,3,2012/03/01,2010/04/01,2,2,2,2730,2110,2386,2386,2730,,,2110,,5050,,,10s,2003,4,5,Thursday
333,80037060,no reply,M,37,original,1,0,1,2003/03/23,silver card,,not working,unmarried,0,0,0,0,0,2019/03/16,,23215,,19295,,,,,,12550,,24200,,7930,,,,,,12550,19295,23215,12550,7930,24200,12550,5,2012/09/01,2011/05/01,3,3,3,30660,7930,19514,19514,7930,,30660,,,,7930,58980,30s,2003,3,1,Sunday
334,80037117,reply,M,55,original,1,0,0,2003/02/04,loyal card,general payer2,working,married,4,1,2,3,5,2019/02/16,,14930,,31315,,,,,,35995,,3820,,52470,,,,,,51690,31315,14930,35995,52470,3820,51690,7,2012/09/01,2010/03/01,3,4,3,52470,3820,25630,25630,52470,20300,16130,,,55510,87470,,50s,2003,2,3,Tuesday
335,80037203,no reply,M,66,original,1,1,0,2003/03/10,gold card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/03/16,,,,,45465,32820,,,,,,,,,71120,32820,,,,,41250,,,71120,,,3,2012/07/01,2010/04/01,1,3,2,71120,19810,41250,41250,71120,,,,32820,19810,,71120,60s,2003,3,2,Monday
336,80037353,no reply,F,42,affiliated card A,0,0,1,2003/02/02,loyal card,,not working,married,0,0,0,0,0,2019/02/16,,5525,,,,,,,,18913,,8190,,,,,,,,25980,,5525,18913.3,,8190,25980,5,2012/11/01,2010/02/01,2,2,2,25980,2860,13558,13558,8190,2860,25980,23200,,15750,,,40s,2003,2,1,Sunday
337,80037395,no reply,F,26,affiliated card A,1,0,0,2003/02/28,silver card,general payer2,working,married,0,0,0,0,0,2019/02/16,,64750,,,,,,56315,,,,64750,,,,,,110200,,,56315,64750,,110200,64750,,3,2012/03/01,2010/07/01,2,3,2,110200,2430,59126,59126,64750,,110200,,,67180,,,20s,2003,2,6,Friday
338,80037477,no reply,M,38,affiliated card C,1,1,0,2003/03/08,silver card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,,89552,10610,65455,10650,4330,,,,19282,,57640,10610,59370,10650,4330,,,,2730,47901.7,89552.5,19282.5,59370,57640,2730,15,2012/11/01,2010/10/01,3,9,6,146280,2730,48183,65704,57640,,,194100,242490,117010,56880,112270,30s,2003,3,7,Saturday
339,80037606,no reply,M,28,affiliated card C,1,0,1,2003/02/13,gold card,general payer2,working,unmarried,0,0,0,0,0,2019/02/16,,16307,,,5580,,,,,61510,,5370,,,5580,,,,,37570,45515,16307.5,37570,5580,5370,37570,7,2012/06/01,2010/08/01,3,4,3,85450,5370,27690,27690,5370,5580,,15190,90820,37570,,44670,20s,2003,2,5,Thursday
340,80037930,no reply,F,36,affiliated card A,1,1,0,2003/04/06,platinum card,general payer2,working,unmarried,0,0,0,0,0,2019/04/16,,34330,,10860,,,,,,45110,,34330,,9880,,,,,,45110,19422.5,34330,,9880,34330,,5,2012/02/01,2010/07/01,2,4,3,45110,9220,22404,22404,34330,,,43550,,54990,,13480,30s,2003,4,1,Sunday
341,80037986,no reply,M,38,original,1,1,1,2003/03/09,silver card,,not working,unmarried,0,0,0,0,0,2019/03/16,,2390,,,2250,35590,,,,4715,,2390,,,2250,35590,,,,2340,18920,2390,4715,2250,2390,2340,6,2011/12/01,2010/04/01,3,4,4,35590,2250,8276,9932,2250,,35590,7090,2340,4640,,,30s,2003,3,1,Sunday
342,80038135,no reply,F,16,original,1,1,1,2003/01/02,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,,6150,,3630,7910,,,,,,,6150,,3630,7910,,,,,,5770,6150,,7910,6150,,3,2011/12/01,2011/09/01,2,3,3,7910,3630,5896,5896,6150,,7910,,,9780,,,10s,2003,1,5,Thursday
343,80038155,no reply,F,36,affiliated card A,1,1,0,2003/03/08,silver card,general payer2,working,married,0,0,0,0,0,2019/03/16,138840,,,37540,,,,,,29540,138840,,,10110,,,,,,29540,62865,,29540,10110,,29540,5,2012/12/01,2010/08/01,2,5,3,138840,10110,56200,56200,10110,62500,,,138840,,39650,40010,30s,2003,3,7,Saturday
344,80038167,no reply,M,23,original,1,1,1,2003/02/14,silver card,student,not working,unmarried,0,0,0,0,0,2019/02/16,,5890,,3055,,,2840,,,,,5890,,2770,,,2840,,,,4475,5890,,2770,5890,,4,2012/08/01,2010/10/01,2,4,3,5890,2770,3710,7420,2770,,,2770,12070,,,,20s,2003,2,6,Friday
345,80038381,no reply,F,24,original,1,1,0,2003/03/14,gold card,student,not working,unmarried,0,0,0,0,0,2019/03/16,9780,2200,,3040,,,,,,,9780,2200,,3040,,,,,,,12820,2200,,12820,2200,,3,2012/07/01,2011/12/01,2,3,3,9780,2200,5006,7510,12820,,,,,2200,,12820,20s,2003,3,6,Friday
346,80038404,no reply,F,45,affiliated card A,0,1,0,2003/02/26,silver card,general payer2,working,unmarried,0,0,0,0,0,2019/02/16,,33375,,,27350,,,7050,,36880,,20210,,,27350,,,7050,,36880,23760,33375,,36880,20210,,7,2012/11/01,2010/10/01,2,4,4,62120,7050,29254,29254,20210,39660,,,18560,82330,36880,27350,40s,2003,2,4,Wednesday
347,80038500,no reply,M,70,affiliated card A,0,1,1,2003/03/06,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,,,,,4070,,,,,95415,,,,,4070,,,,,89880,4070,,95415,4070,,89880,3,2012/08/01,2010/12/01,2,2,2,100950,4070,64966,64966,89880,,,93950,100950,,,,70s,2003,3,5,Thursday
348,80038539,reply,F,39,original,1,1,0,2003/03/09,platinum loyal card,general payer2,working,unmarried,4,3,3,5,3,2019/03/16,,28750,58350,,99320,,,24530,,60750,,28750,58350,,99320,,,24530,,60750,60737.5,28750,,58350,28750,,5,2012/04/01,2011/04/01,2,5,5,99320,24530,54340,54340,58350,,,,99320,89500,,82880,30s,2003,3,1,Sunday
349,80038558,no reply,F,49,affiliated card B,0,0,0,2003/02/12,silver card,,not working,married,0,0,0,0,0,2019/02/16,,4260,,5080,,16880,,,,18995,,4260,,2080,,16880,,,,22360,12350,4260,15630,16880,4260,15630,6,2012/03/01,2010/03/01,3,6,4,22360,2080,11548,13858,16880,37990,,6340,,24960,,,40s,2003,2,4,Wednesday
